ID,sectors,regions,ESG_class,ESG_score,final_rating_env,final_normalized_score_env,final_rating_social,final_normalized_score_social,final_rating_governance,final_normalized_score_governance,MORE_score_2022,MORE_score_2021,MORE_score_2020,total_assets_2022,total_assets_2021,total_assets_2020,current_assets_2022,current_assets_2021,current_assets_2020,shareholders_funds_2022,shareholders_funds_2021,shareholders_funds_2020,current _liabilities_2022,current _liabilities_2021,current _liabilities_2020,turnover_2022,turnover_2021,turnover_2020,EBIT_2022,EBIT_2021,EBIT_2020,net_income_2022,net_income_2021,net_income_2020,EBITDA_2022,EBITDA_2021,EBITDA_2020
1060,"Wood, Furniture & Paper Manufacturing",Toscana,S5,0.414285714,S2,0.785714286,S6,0.214285714,S6,0.214285714,CCC,B,B,87768.277,89426.679,79389.882,34740.199,36684.378,38251.325,14045.571,16001.807,13848.368,46162.794,46892.375,42233.412,104875.366,102796.2,102796.2,-765.87,1751.11,3099.854,-1956.234,408.592,1428.073,3594.678,5713.788,5415.372
1061,"Chemicals, Petroleum, Rubber & Plastic",Toscana,S3,0.721428571,S1,0.928571429,S6,0.214285714,S2,0.785714286,A,BBB,BB,64790.866,60000.153,50122.633,39077.785,34857.73,26019.002,30404.797,17817.445,14044.687,22404.467,26025.229,19920.213,93419.993,70958.115,70958.115,11977.943,6340.086,2776.958,7695.34,3662.442,1061.515,14970.917,9141.229,5259.052
1062,"Chemicals, Petroleum, Rubber & Plastic",Toscana,S5,0.4,S6,0.214285714,S4,0.5,S4,0.5,BBB,BBB,A,60126.234,55580.046,50577.95,50345.63,46369.423,35031.925,29626.243,26273,30104.314,24782.723,22645.939,14973.81,94888.815,83492.505,83492.505,4441.63,4573.454,4421.687,4252.942,4131.568,3824.944,6488.049,6907.307,6221.049
1063,"Chemicals, Petroleum, Rubber & Plastic",Toscana,S3,0.757142857,S2,0.785714286,S3,0.642857143,S2,0.785714286,AA,AAA,AAA,100155,71356,51709,58727,55519,40406,50948,45082,37730,25790,16748,11144,83394,68836,68836,23211,19073,14620,15048,13771,14072,24358,20080,15554
1064,"Chemicals, Petroleum, Rubber & Plastic",Toscana,S3,0.721428571,S2,0.785714286,S2,0.785714286,S3,0.642857143,BB,BB,BB,101010,100525,103207,62804,61318,62417,36815,33059,30529,30997,26332,23164,83576,81702,81702,4852,4516,6369,2646,2338,3398,11066,11867,12764
1065,Communications,Toscana,S4,0.571428571,S2,0.785714286,S5,0.357142857,S4,0.5,BB,BB,BB,66117.106,50983.702,41909.157,59564.298,44392.351,35353.683,16418.689,14699.331,12461.046,37274.594,25795.465,18642.802,68200.764,49775.262,49775.262,3329.767,2186.241,2557.584,2671.153,1974.985,1913.473,4867.678,3672.364,3879.434
1066,"Chemicals, Petroleum, Rubber & Plastic",Toscana,S3,0.664285714,S2,0.785714286,S4,0.5,S3,0.642857143,A,A,AA,53403.4,52695.264,41915.986,34383.221,31261.158,35959.111,26581.684,28382.696,25125.273,21240.464,16627.832,10195.265,72221.658,63628.869,63628.869,3317.281,4078.21,6507.395,3198.984,3257.423,5065.765,5293.787,5732.491,7902.158
1067,"Industrial, Electric & Electronic Machinery",Toscana,S3,0.728571429,S2,0.785714286,S4,0.5,S2,0.785714286,BBB,BBB,BBB,60849.976,49534.56,49294.408,55897.98,44399.97,42609.856,35604.828,29039.014,28102.444,23077.054,18645.191,19629.116,62990.517,51942.117,51942.117,4370.508,1779.19,3021.076,2473.228,941.854,1700.306,5850.433,3023.489,3782.473
1068,Textiles & Clothing Manufacturing,Toscana,S4,0.578571429,S2,0.785714286,S7,0.071428571,S3,0.642857143,BBB,BBB,BB,70342.111,74512.869,78594.575,60733.496,64446.942,68591.618,45957.478,46955.932,45646.274,14631.83,16555.785,17044.532,79756.82,60407.765,60407.765,1879.774,266.679,1089.382,1366.815,323.627,116.396,2924.68,1821.834,2123.523
1069,"Chemicals, Petroleum, Rubber & Plastic",Toscana,S2,0.785714286,S2,0.785714286,S2,0.785714286,S2,0.785714286,0,BBB,BBB,n.a.,108017.546,99445.166,n.a.,75812.572,64298.467,n.a.,56237.429,54791.468,n.a.,30237.975,38215.671,n.a.,60362.834,60362.834,n.a.,2243.039,1033.675,n.a.,2680.691,630.417,n.a.,9024.711,5695.732
1070,Metals & Metal Products,Toscana,S3,0.692857143,S2,0.785714286,S3,0.642857143,S3,0.642857143,A,BBB,BB,46812.725,44274.106,40344.307,27666.425,24303.014,19771.046,20467.949,17568.618,16627.205,16366.982,15109.525,11715.261,78636.01,59112.647,59112.647,5326.625,2351.142,2267.096,3398.985,1596.036,238.327,8426.956,5975.804,4871.923
1071,Food & Tobacco Manufacturing,Toscana,S3,0.635714286,S2,0.785714286,S5,0.357142857,S3,0.642857143,BB,BBB,BBB,57851.459,56692.3,55359.111,47100.053,44830.506,43506.468,27587.218,27585.481,26254.934,19231.426,18992.871,15635.679,56104.639,62704.726,62704.726,986.837,2705.419,4297.655,612.784,2235.14,3247.091,3134.649,4809.99,6305.187
1072,"Chemicals, Petroleum, Rubber & Plastic",Toscana,S5,0.442857143,S2,0.785714286,S5,0.357142857,S6,0.214285714,BBB,BBB,BB,46141.358,42793.566,35278.355,34727.434,31599.886,25664.222,16914.149,13055.154,11688.736,22834.199,18634.917,10611.292,73557.797,55496.299,55496.299,6755.2,2417.708,503.162,4966.197,2340.801,812.874,8477.946,4039.407,1938.675
1073,"Wood, Furniture & Paper Manufacturing",Toscana,S3,0.635714286,S2,0.785714286,S5,0.357142857,S3,0.642857143,A,BB,BBB,64065.36,53292.312,47075.713,44698.219,33597.27,28082.64,27639.745,22407.358,21675.65,30693.728,23308.902,19664.006,84824.447,54585.014,54585.014,5983.044,479.09,3268.13,5120.962,1092.796,2810.74,8358.598,2233.457,4881.691
1074,Textiles & Clothing Manufacturing,Toscana,S3,0.635714286,S2,0.785714286,S5,0.357142857,S3,0.642857143,A,AAA,AAA,29906.201,30012.037,21534.426,27429.626,27682.219,18995.869,8300.187,16175.167,12359.281,20140.012,12400.106,7605.747,50464.517,49981.314,49981.314,9502.886,10573.261,6492.14,6899.567,7593.574,4777.438,10022.68,11032.707,6953.584
1075,Miscellaneous Manufacturing,Toscana,S3,0.728571429,S2,0.785714286,S4,0.5,S2,0.785714286,A,A,A,48389,34903,30885,44211,31604,26888,31145,25060,20998,14680,7502,7414,49808,34640,34640,9901,2582,2027,6348,2263,1738,11922,4548,4415
1076,Metals & Metal Products,Toscana,S4,0.571428571,S2,0.785714286,S5,0.357142857,S4,0.5,AA,BBB,BBB,49723.31,36609.242,27635.777,38775.086,27095.72,17298.692,17744.614,11716.618,9978.926,21587.481,15888.769,9836.322,62779.825,49238.492,49238.492,11766.984,1861.731,2248.108,8340.829,1458.223,1642.062,13525.804,3133.521,3413.134
1077,"Industrial, Electric & Electronic Machinery",Toscana,S3,0.664285714,S2,0.785714286,S4,0.5,S3,0.642857143,B,CCC,BB,68459.98,67451.351,65304.45,35991.456,35088.225,33979.506,27074.522,27261.687,28711.218,30959.025,27836.327,20857.531,56182.723,48615.767,48615.767,-1555.561,-2173.158,1367.351,-187.165,-1449.531,1184.758,-146.851,-879.167,2270.275
1078,"Chemicals, Petroleum, Rubber & Plastic",Toscana,S3,0.657142857,S2,0.785714286,S2,0.785714286,S4,0.5,AA,A,A,17051.671,16117.978,17201.631,14521.131,13448.452,13389.848,10046.641,9137.046,9403.927,5785.008,5088.571,3879.437,28818.458,22738.179,22738.179,2477.687,1135.412,636.143,1209.595,108.118,447.459,3051.461,1696.103,1321.319
1079,"Chemicals, Petroleum, Rubber & Plastic",Toscana,S3,0.757142857,S2,0.785714286,S3,0.642857143,S2,0.785714286,BBB,BBB,BB,50782.075,50938.945,43384.899,21570.836,20120.392,17234.17,28115.503,25857.494,18766.35,8455.211,10017.576,9158.877,29257.547,25822.015,25822.015,3375.954,2436.874,55.015,1715.391,1056.379,2617.754,5991.692,4999.694,2832.289
1080,Textiles & Clothing Manufacturing,Toscana,S3,0.7,S2,0.785714286,S5,0.357142857,S2,0.785714286,0,AAA,AA,n.a.,18217.232,16448.008,n.a.,15887.389,13925.254,n.a.,10769.284,8312.311,n.a.,7022.003,7532.498,n.a.,23426.499,23426.499,n.a.,6283.027,2886.483,n.a.,4556.974,2013.799,n.a.,6676.765,3239.232
1081,Printing & Publishing,Toscana,S4,0.571428571,S2,0.785714286,S5,0.357142857,S4,0.5,BB,BB,BB,30435.282,19046.956,15346.245,22925.417,14475.836,10664.103,7407.67,6012.411,5032.236,18644.166,10207.156,9027.429,22959.588,16749.996,16749.996,2213.212,1488.449,1041.332,1395.259,980.176,590.075,3467.215,2329.21,1984.21
1082,Textiles & Clothing Manufacturing,Toscana,S4,0.542857143,S2,0.785714286,S6,0.214285714,S4,0.5,BBB,CCC,CCC,41047.596,38989.534,42499.492,29321.679,30161.898,34440.283,19609.335,17280.849,18039.562,13827.887,15285.514,16034.211,37207.799,22713.487,22713.487,2728.06,-1364.63,-2829.153,2328.484,-758.712,-2275.964,4057.214,-1058.176,-1912.237
1083,Textiles & Clothing Manufacturing,Toscana,S3,0.728571429,S2,0.785714286,S4,0.5,S2,0.785714286,AA,AA,AA,13558.109,11706.596,10070.391,12641.462,10803.845,9669.98,6206.79,4984.387,3763.294,4210.002,3960.833,3932.292,19003.046,19416.97,19416.97,3809.844,3102.957,2071.575,2722.403,2221.092,1498.217,3972.325,3252.152,2187.691
1084,Food & Tobacco Manufacturing,Toscana,S4,0.607142857,S2,0.785714286,S6,0.214285714,S3,0.642857143,B,B,B,56043.693,54708.543,54715.801,12255.41,11568.538,11519.823,19605.833,19213.859,18864.325,17825.763,15276.636,14945.907,18538.659,16883.94,16883.94,959.862,769.95,726.461,391.974,349.54,283.191,1588.446,1388.895,1339.549
1085,Textiles & Clothing Manufacturing,Toscana,S4,0.542857143,S2,0.785714286,S6,0.214285714,S4,0.5,BBB,BBB,BB,23057.742,21721.853,21519.371,20786.962,19434.687,19006.969,14777.304,14245.903,13417.945,5395.602,3532.949,3344.621,16442.24,12447.932,12447.932,522.648,769.055,6.12,368.693,802.106,20.081,882.614,1119.26,459.72
1086,Transport Manufacturing,Toscana,S3,0.692857143,S2,0.785714286,S3,0.642857143,S3,0.642857143,B,BBB,BBB,17839.836,13110.421,12430.136,10737.432,8242.998,7338.243,9506.206,9250.894,8600.264,6248.247,2740.975,2374.266,9554.11,9047.963,9047.963,-187.682,-10.939,151.236,255.311,650.627,133.055,1114.614,1401.408,1494.567
1087,Transport Manufacturing,Toscana,S2,0.814285714,S2,0.785714286,S1,0.928571429,S2,0.785714286,0,AA,AA,n.a.,7416.72,7110.301,n.a.,5376.174,4681.8,n.a.,4591.92,4094.8,n.a.,1914.011,1960.157,n.a.,7900.554,7900.554,n.a.,554.701,1386.721,n.a.,497.121,1102.02,n.a.,1183.656,1962.884
1088,Metals & Metal Products,Toscana,S4,0.628571429,S2,0.785714286,S3,0.642857143,S4,0.5,BBB,BBB,BBB,7254.031,6584.567,6042.459,5646.04,4924.909,4380.831,2864.708,2599.395,2471.533,3006.991,2375.994,2483.012,7485.848,6536.856,6536.856,298.347,152.802,285.47,265.312,127.864,263.943,407.274,285.436,408.436
1089,"Industrial, Electric & Electronic Machinery",Toscana,S4,0.6,S2,0.785714286,S4,0.5,S4,0.5,BB,BB,BB,4983.026,3459.433,4080.915,3861.021,2526.291,2166.734,967.596,806.018,1224.572,1933.465,1190.323,929.099,5507.906,3949.022,3949.022,269.538,201.424,84.677,161.578,110.074,48.682,546.982,483.959,364.255
1090,Wholesale,Toscana,S4,0.578571429,S3,0.642857143,S3,0.642857143,S4,0.5,BBB,BBB,BBB,69730.86,56639.065,41076.919,63832.986,53477.669,37554.126,23150.129,19262.671,15623.011,35365.309,25908.804,11659.805,518250.965,200979.73,200979.73,11811.57,4159.138,5366.159,5037.46,4389.658,3808.631,12425.755,4633.801,6119.081
1091,Wholesale,Toscana,S5,0.442857143,S7,0.071428571,S3,0.642857143,S3,0.642857143,BB,BBB,A,50192.197,41898.046,29186.234,45569.27,36517.226,24051.609,13843.714,11513.723,11013.268,35024.644,28376.266,17148.686,129095.188,106927.71,106927.71,2947.924,2690.51,4462.771,2085.005,2000.452,3295.223,3228.23,3111.795,4791.793
1092,Wholesale,Toscana,S5,0.457142857,S3,0.642857143,S5,0.357142857,S5,0.357142857,B,BB,BB,18878.739,13931.556,12063.279,16362.116,11639.166,9952.407,2252.379,2227.416,2261.583,12445.453,10086.747,9206.624,90504.012,60393.194,60393.194,228.124,187.692,270.424,77.14,69.348,105.231,450.471,369.956,464.4
1093,Wholesale,Toscana,S4,0.485714286,S3,0.642857143,S4,0.5,S5,0.357142857,B,BBB,BB,13484.431,14937.197,16061.289,12620.288,14353.803,15497.366,1622.276,3833.269,3402.511,7333.493,9748.442,10822.177,29606.818,41544.67,41544.67,653.797,1237.907,567.548,395.206,880.757,362.677,766.609,1277.746,1376.461
1094,"Chemicals, Petroleum, Rubber & Plastic",Toscana,S3,0.671428571,S3,0.642857143,S2,0.785714286,S3,0.642857143,BB,BB,BB,10594.346,11277.157,9168.596,7520.565,7987.985,5994.428,2700.463,2526.385,2383.185,7075.061,7770.186,6003.403,20667.934,21075.456,21075.456,246.491,182.504,710.09,174.08,143.199,520.678,638.536,516.853,988.176
1095,Utilities,Toscana,S4,0.62987013,S2,0.785714286,S5,0.357142857,,,BB,BB,BB,230094.014,309900.166,135263.911,179016.156,283521.018,116863.575,37077.205,84931.202,24413.789,154591.138,171155.862,74655.566,880622.226,532554.771,532554.771,17455.157,9212.349,7780.82,8081.828,7891.939,4267.63,28694.36,22780.374,18413.024
1096,Utilities,Toscana,S3,0.728571429,S2,0.785714286,S4,0.5,S2,0.785714286,BBB,BB,BBB,723076.88,729619.092,692059.182,244615.691,218598.706,190151.495,298735.895,281874.292,283106.075,284095.394,230351.978,181965.633,281793.864,273041.83,273041.83,34614.272,18067.996,32677.523,24861.603,15389.496,25427.371,164108.214,127498.187,128350.517
1097,Utilities,Toscana,S4,0.62987013,S2,0.785714286,S5,0.357142857,,,BBB,BB,A,49403.798,47730,37264.303,48769.648,47126.891,36327.019,10490.873,6657.707,10079.729,32025.566,34998.437,24368.493,183947.367,127817.172,127817.172,8667.815,1184.035,7784.118,4367.938,850.795,5528.911,11551.433,2849.382,10118.922
1098,Utilities,Toscana,S3,0.728571429,S2,0.785714286,S4,0.5,S2,0.785714286,BBB,BB,BB,354848.279,336498.818,334650.933,88118.974,85710.075,94206.898,153031.278,131933.318,114711.109,90749.434,81678.526,87960.92,128385.528,126903.72,126903.72,29618.054,30613.177,30101.214,19940.555,20166.783,18734.861,63103.229,61374.785,60977.039
1099,Utilities,Toscana,S3,0.681818182,S2,0.785714286,S4,0.5,,,B,B,B,378528.97,367447.959,339143.777,127171.696,137163.911,126520.137,99528.484,91130.478,86569.332,202778.796,179529.982,166537.011,112885.978,114702.927,114702.927,9135.757,6699.873,6697.425,5419.03,3842.993,4319.238,29414.975,24736.474,24097.465
1100,Construction,Toscana,S4,0.628571429,S2,0.785714286,S3,0.642857143,S4,0.5,AA,A,A,60819.874,38783.279,904.669,59665.068,38080.975,901.607,21817.835,13488.934,216.624,33604.818,24575.037,537.304,60838.387,49198.271,49198.271,25425.405,18102.825,300.064,18328.902,13476.934,206.623,25486.306,18112.993,300.711
1101,Construction,Toscana,S5,0.428571429,S6,0.214285714,S3,0.642857143,S4,0.5,BB,B,BB,140767.72,126838.176,114383.756,95955.164,82990.775,73295.695,45121.063,41255.91,42554.335,84691.299,72831.074,59321.771,104324.754,67542.738,67542.738,8649.959,1088.242,2751.217,5765.153,301.573,1824.937,10637.86,1957.29,3553.791
1102,Construction,Toscana,S4,0.542857143,S2,0.785714286,S6,0.214285714,S4,0.5,0,B,B,n.a.,18933.233,15870.137,n.a.,16448.057,15247.928,n.a.,1218.522,1056.309,n.a.,12848.49,9977.42,n.a.,23088.426,23088.426,n.a.,467.962,339.391,n.a.,163.995,119.369,n.a.,653.245,575.268
1103,Construction,Toscana,S4,0.564285714,S2,0.785714286,S3,0.642857143,S5,0.357142857,A,BBB,BBB,12819.005,8545.296,9536.912,11455.912,7185.444,8717.458,3733.377,1873.575,1137.331,8518.467,5866.145,7812.13,22644.213,19979.882,19979.882,2503.829,1029.276,1032.597,1859.801,736.243,702.916,2584.839,1190.659,1486.548
1104,Construction,Toscana,S4,0.514285714,S2,0.785714286,S7,0.071428571,S4,0.5,A,BB,C,12998.452,1671.399,267.456,12937.939,1588.013,218.468,3136.126,55.1,-15.111,9790.239,1544.246,183.335,15706.201,2506.688,2506.688,4408.691,119.14,-25.706,3081.026,70.209,-31.443,4433.03,137.025,n.a.
1105,Wholesale,Toscana,S3,0.7,S2,0.785714286,S5,0.357142857,S2,0.785714286,B,B,B,327848.78,291667.912,259833.769,192251.32,183906.716,177689.285,41025.738,34001.297,27811.243,216698.697,192211.554,154374.649,315718.606,278206.098,278206.098,-1327.902,-644.445,-391.029,5718.678,6189.997,4335.776,7597.612,7080.506,4546.642
1106,Wholesale,Toscana,S4,0.478571429,S2,0.785714286,S6,0.214285714,S5,0.357142857,B,B,B,16494.432,14783.611,12076.526,12915.046,12863.638,10467.536,1630.45,1628.338,1493.253,10332.591,8978.026,5584.726,16115.646,15780.121,15780.121,226.062,591.212,81.895,2.114,335.084,10.721,883.329,1057.285,407.021
1107,Wholesale,Toscana,S4,0.514285714,S2,0.785714286,S7,0.071428571,S4,0.5,B,B,BB,2590.153,2155.226,1699.992,2536.501,2117.321,1645.104,363.66,323.202,276.795,1293.819,704.58,1086.306,13685.16,12414.275,12414.275,107.401,36.497,45.574,40.456,16.788,30.394,130.363,56.823,65.368
1108,"Travel, Personal & Leisure",Toscana,S4,0.542857143,S2,0.785714286,S6,0.214285714,S4,0.5,B,B,B,5110.978,5046.293,5066.206,4759.418,4534.259,4611.546,346.048,371.508,261.606,3646.944,3480.72,3836.075,10211.271,9360.697,9360.697,91.03,161.232,146.034,-25.46,11.876,15.242,313.243,329.437,156.092
1109,"Travel, Personal & Leisure",Toscana,S3,0.635714286,S2,0.785714286,S5,0.357142857,S3,0.642857143,0,CC,CC,n.a.,18862.773,19035.168,n.a.,4716.143,5066.532,n.a.,5561.679,4115.265,n.a.,7044.115,7465.101,n.a.,7533.438,7533.438,n.a.,-897.445,-3057.279,n.a.,-736.914,-2419.376,n.a.,n.a.,n.a.
1110,Business Services,Toscana,S3,0.714285714,S1,0.928571429,S4,0.5,S3,0.642857143,B,BBB,BBB,638.395,922.784,714.678,246.412,474.604,364.815,299.13,245.896,169.242,329.29,676.525,545.436,336.458,331.158,331.158,-34.071,113.222,82.043,-35.62,76.655,57.083,72.939,208.308,138.69
1111,Business Services,Toscana,S3,0.714285714,S1,0.928571429,S4,0.5,S3,0.642857143,B,BB,BB,56603.791,58727.59,53598.955,20499.328,21236.014,21200.104,10141.14,8951.715,13435.45,21762.925,20313.408,19476.987,67316.954,65544.365,65544.365,2418.697,3257.731,3906.881,52.182,803.885,1271.25,7682.997,8183.784,8534.272
1112,Business Services,Toscana,S4,0.528571429,S1,0.928571429,S6,0.214285714,S5,0.357142857,0,B,B,n.a.,21906.043,14701.649,n.a.,18023.379,11860.066,n.a.,694.572,615.392,n.a.,12027.723,7841.846,n.a.,23898.926,23898.926,n.a.,731.053,786.284,n.a.,79.18,127.669,n.a.,n.a.,n.a.
1113,Business Services,Toscana,S4,0.528571429,S1,0.928571429,S6,0.214285714,S5,0.357142857,A,C,CC,25045.995,19674.116,13873.983,21146.107,13477.591,8476.846,10013.67,872.645,1040.636,7089.337,16715.72,10750.503,22701.553,604.88,604.88,5362.693,-161.67,-53.61,9139.452,-167.991,-70.45,5398.103,-148.142,-25.48
1114,Business Services,Toscana,S3,0.685714286,S1,0.928571429,S5,0.357142857,S3,0.642857143,0,CCC,CC,n.a.,19426.74,13242.138,n.a.,14905.291,8237.547,n.a.,1006.754,1077.167,n.a.,12520.832,6683.639,n.a.,22565.429,22565.429,n.a.,238.638,-475.431,n.a.,15.887,-730.096,n.a.,1021.257,-474.146
1115,"Transport, Freight & Storage",Toscana,S4,0.485714286,S5,0.357142857,S5,0.357142857,S3,0.642857143,BB,BBB,BB,37542.879,27243.483,26355.023,27717.042,16606.945,15327.959,11688.004,10116.356,7673.185,16863.16,12120.793,12360.749,49567.45,41135.23,41135.23,2671.949,3352.896,873.334,1573.947,2443.172,726.143,3140.01,4117.163,1821.852
1116,"Transport, Freight & Storage",Toscana,S3,0.685714286,S1,0.928571429,S5,0.357142857,S3,0.642857143,CC,CC,CC,5775.764,12272.361,9690.548,4956.719,11111.148,8009.323,-3121.004,-1935.227,-1695.377,4175.837,6052.15,2893.736,22024.003,14509.845,14509.845,-1339.31,-933.132,-4690.898,-1185.777,-239.85,-3588.93,-984.031,-427.309,-3982.402
1117,"Transport, Freight & Storage",Toscana,S3,0.735714286,S1,0.928571429,S1,0.928571429,S4,0.5,AA,AA,AA,7343.879,6327.707,6790.953,6658.773,5586.239,5710.714,3355.151,2683.719,3383.516,3241.507,2992.762,2817.09,10986.514,10483.061,10483.061,1986.567,1588.851,2082.921,1428.188,1120.477,1509.473,2167.035,1787.043,2270.552
1118,"Transport, Freight & Storage",Toscana,S3,0.735714286,S1,0.928571429,S1,0.928571429,S4,0.5,B,CCC,CCC,6015.575,6192.507,5475.341,5968.928,6003.385,5324.064,21.14,100.644,100.354,4291.708,4176.882,4174.245,9996.974,10974.045,10974.045,49.862,52.503,29.19,7.996,0.291,1.182,52.469,55.364,n.a.
1119,"Transport, Freight & Storage",Toscana,S3,0.720779221,S1,0.928571429,S5,0.357142857,,,BB,BB,B,8294.871,7167.146,7165.065,5083.432,4196.255,3930.489,1892.375,1649.514,1536.074,4879.406,3652.246,3255.079,10549.958,8729.753,8729.753,429.803,292.84,190.136,198.591,99.623,47.02,813.778,795.454,416.234
1120,Wholesale,Toscana,S5,0.442857143,S6,0.214285714,S7,0.071428571,S2,0.785714286,BB,B,0,148019.169,104312.22,n.a.,117361.489,91268.651,n.a.,47429.661,42152.601,n.a.,84121.344,56034.651,n.a.,217441.305,89600.586,89600.586,9497.334,1050.502,n.a.,1323.09,25.369,n.a.,11729.019,1658.574,n.a.
1121,Wholesale,Toscana,S3,0.757142857,S2,0.785714286,S3,0.642857143,S2,0.785714286,B,B,CCC,71308,57096,58229,29339,34890,33556,24018,29537,30507,21945,23901,24050,47468,45221,45221,-1779,-3039,-6916,-3248,-1902,-7806,6061,375,-6035
1122,Retail,Toscana,S3,0.733766234,S2,0.785714286,S3,0.642857143,,,BBB,BBB,A,72704.832,63302.409,32663.976,65940.099,56332.184,25677.622,15645.591,9804.638,9871.918,50775.092,47755.032,20366.794,89560.242,45393.883,45393.883,12115.882,4928.525,5026.775,8826.099,4477.719,5037.556,15391.939,7048.178,5512.79
1123,"Travel, Personal & Leisure",Toscana,S3,0.721428571,S2,0.785714286,S2,0.785714286,S3,0.642857143,0,B,B,n.a.,93484,80837,n.a.,24918,22420,n.a.,12705,10195,n.a.,34539,24335,n.a.,26563,26563,n.a.,3171,3105,n.a.,2516,1061,n.a.,12510,12947
1124,Wholesale,Toscana,S4,0.492857143,S6,0.214285714,S3,0.642857143,S3,0.642857143,BB,BB,CCC,22784.316,23364.41,25806.866,18636.797,19038.446,20845.695,8355.52,8141.676,8059.75,8199.097,6698.44,5209.791,23399.044,22598.361,22598.361,509.298,292.263,-1498.884,212.63,79.03,-1758.021,882.016,704.905,-623.011
1125,0,Toscana,S2,0.778571429,S1,0.928571429,S4,0.5,S2,0.785714286,0,AA,AA,n.a.,68999,62179,n.a.,42534,32465,n.a.,38661,33917,n.a.,27963,25345,n.a.,67272,67272,n.a.,10204,9612,n.a.,7620,7229,n.a.,17749,16683
1126,Computer Software,Toscana,S2,0.778571429,S1,0.928571429,S4,0.5,S2,0.785714286,BBB,BBB,BB,38288.45,36609.687,37198.598,35731.457,33133.077,33080.123,11651.12,9454.564,7840.108,24130.123,22870.975,21547.881,55428.699,51626.679,51626.679,3143.579,2150.619,2065.986,2196.56,1614.456,1453.651,4281.863,3447.563,3305.235
1127,Property Services,Toscana,S2,0.767857143,S1,0.928571429,,,S3,0.642857143,0,A,A,n.a.,50621.973,49642.868,n.a.,38408.707,37422.871,n.a.,34113.435,33532.818,n.a.,14917.138,14283.419,n.a.,44772.137,44772.137,n.a.,1665.151,3009.297,n.a.,1300.618,2302.49,n.a.,2408.424,3417.349
